accession,phylum,class,order,family,genus
FJ373894,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
GQ502199,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis
GQ421471,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
GQ398772,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
FJ000341,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
FJ713816,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
FJ965538,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
FN391954,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
EU717894,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
FJ591093,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
FJ591094,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
FJ896200,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
EU570103,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
EU861004,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
EU861005,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
EU272036,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
EU272037,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
AP009363,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AB451219,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
EU734170,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
FM163528,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
AB370205,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AM491472,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AB426868,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
EF529515,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
AB370268,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AM910651,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
EU124666,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
EU136189,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
EU100883,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
EU100884,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
DQ873690,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
DQ777876,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
EF372997,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
DQ517338,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
DQ785801,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis
EF207558,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
EF057797,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
AP008953,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AP008954,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AM183667,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
EF116926,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
DQ113772,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
DQ372923,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
AJ972879,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
AY699705,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
AJ630128,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
AY730274,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AF232233,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
AB102868,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AY510084,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
AF547987,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
AY320035,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
AJ609634,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
AY394005,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
AJ564013,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
AY150271,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AF493143,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
AY055382,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AF527608,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AY095314,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
AF424781,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AF424782,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AF424783,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AF338467,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
AF448724,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
AY007505,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
AF189021,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
AB044554,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AP001553,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AJ251805,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
AF125163,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
AB009866,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
GCA_000006905,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
GCA_000008145,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
GCA_000009225,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCA_000009265,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
GCA_000009345,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
GCA_000009785,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
GCA_000009885,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
GCA_000011805,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
GCA_000012325,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
GCA_000012345,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter
GCA_000014485,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
GCA_000017005,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
GCA_000018145,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter
GCA_000018525,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
GCA_000018665,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
GCA_000019505,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
GCA_000019925,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
GCA_000020285,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
GCA_000021705,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella
GCA_000021865,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
GCA_000022865,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
GCA_000023605,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium
GCA_000025825,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
GCA_000026665,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
GCA_000027085,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
GCA_000027205,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia
GCA_000027265,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia
GCA_000092225,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
GCA_000145295,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
GCA_000148705,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
GCA_000152605,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
GCA_000152765,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCA_000153285,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GCA_000153505,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCA_000153605,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
GCA_000153645,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
GCA_000154865,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia
GCA_000155085,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
GCA_000155995,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter
GCA_000157015,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
GCA_000158935,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCA_000161435,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
GCA_000165835,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
GCA_000171155,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
GCA_000174935,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
GCA_000175055,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
GCA_000179515,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
GCA_000182445,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
GCA_000183685,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
GCA_000185265,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
GCA_000194765,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
GCA_000195875,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
GCA_000195975,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GCA_000196095,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCA_000196175,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
GCA_000196395,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
GCA_000204075,Cyanobacteria,,Nostocales,Nostocaceae,Trichormus
GCA_000214845,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
GCA_000223885,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
GCA_000237365,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
GCA_000253235,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCA_000259545,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
GCA_000259935,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCA_000263835,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
GCA_000285995,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
GCA_000303125,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCA_000309445,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus
GCA_000316215,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCA_000327325,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCA_000337035,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum
GCA_000338275,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
GCA_000344765,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
GCA_000382545,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
GCA_000394115,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
GCA_000444545,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Glaesserella
GCA_000454045,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
GCA_000464825,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Planktothrix
GCA_000513215,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCA_000521845,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCA_000685625,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
GCA_000698345,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
GCA_000735125,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
GCA_000759885,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus
GCA_000820325,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
GCA_000968255,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCA_001028645,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
GCA_001028665,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
GCA_001038685,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium
GCA_001184155,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
GCA_001189855,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
GCA_001373275,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
GCA_001433975,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
GCA_001487035,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter
GCA_001506125,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
GCA_001530205,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
GCA_001676765,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
GCA_001680045,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCA_001715655,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix
GCA_001908615,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
GCA_001908725,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
GCA_001996185,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio
GCA_001999505,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
GCA_002045115,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
GCA_002082605,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
GCA_002146615,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
GCA_002157365,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
GCA_002224545,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
GCA_002238035,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
GCA_002240575,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter
GCA_002249645,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
GCA_002276895,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
GCA_002903735,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCA_003205895,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCA_900095745,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
GCA_900102165,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga
GCA_900113215,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
GCA_900129695,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
GCA_900167985,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCA_900199565,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
